pdf_article_link,article_name,abstract,citation,keywords,keywords_score,keywords_score_dictionary,language
https://jurnal.ipb.ac.id/index.php/jikk/article/view/31442/20564,PERAN DUKUNGAN SOSIAL BAGI KESEJAHTERAAN PSIKOLOGIS FAMILY CAREGIVER ORANG DENGAN SKIZOFRENIA (ODS) RAWAT JALAN,"Ketidakmampuan memenuhi fungsi secara optimal merupakan tantangan yang harus dihadapi oleh family caregiver dalam melakukan perawatan pada pasien orang dengan skizofrenia (ODS) sehingga dibutuhkan dukungan sosial yang dapat meningkatkan kesejahteraan psikologis dari family caregiver ODS. Tujuan dari penelitian ini adalah untuk menganalisis peranan dari dukungan sosial terhadap kesejahteraan psikologis family caregiver ODS rawat jalan. Penelitian ini menggunakan pendekatan kuantitatif dengan teknik pemilihan contoh menggunakan non-probability purposive sampling. Sampel dalam penelitian ini berjumlah 57 partisipan. Data penelitian dikumpulkan dengan kuesioner multidimensional perceived social support (ά=0,659-0,757) dan Ryff Psychological well-being (ά=0,855-0,914) yang telah disesuaikan dengan subjek penelitian. Dukungan sosial diukur dari persepsi partisipan tentang dukungan sosial yang diperoleh. Hasil penelitian menunjukkan bahwa dimensi friends berperan signifikan terhadap dimensi personal growth, positive relationship, dan purpose in life dari kesejahteraan psikologis family caregiver ODS; sementara dimensi family berperan terhadap dimensi environtmental mastery. Hasil penelitian juga menemukan bahwa dimensi significant others tidak berperan signifikan terhadap semua dimensi dari kesejahteraan psikologis family caregiver ODS. Berdasarkan hasil penelitian, dukungan sosial yang dipersepsikan oleh family caregiver ODS rawat jalan berperan penting karena dapat meningkatkan kesejahteraan psikologisnya. Hal ini akan dapat mengoptimalkan perawatan yang diberikan oleh family caregiver yang akan berdampak pada proses pemulihan dari anggota keluarga yang mengalami skizofrenia.","Atikah Amalia, & RahmatikaR. (2020). PERAN DUKUNGAN SOSIAL BAGI KESEJAHTERAAN PSIKOLOGIS FAMILY CAREGIVER ORANG DENGAN SKIZOFRENIA (ODS) RAWAT JALAN. Jurnal Ilmu Keluarga & Konsumen, 13(3), 228-238. https://doi.org/10.24156/jikk.2020.13.3.228","['penelitian', 'dimensi', 'family']","[0.12573197827822116, 0.1164429594351887, 0.11582016814144033]","{'penelitian': 0.12573197827822116, 'dimensi': 0.1164429594351887, 'family': 0.11582016814144033}",Indonesia
https://jurnal.ipb.ac.id/index.php/jikk/article/view/31436/20569,RESIKO PENGASUHAN PERMISIF ORANG TUA DAN NENEK PADA PENCAPAIAN BAHASA ANAK,"Pencapaian bahasa anak dipengaruhi oleh beberapa faktor, salah satunya adalah pengasuhan orang tua. Penelitian ini mengkaji pencapaian bahasa anak usia 2 tahun pada sebuah keluarga di Samirono, Yogyakarta yang diasuh oleh orang tua dan nenek dengan pola asuh permisif. Tujuan penelitian ini adalah untuk mendeskripsikan resiko pengasuhan permisif yang diterapkan orang tua dan nenek pada pencapaian bahasa anak. Penelitian ini menggunakan model kualitatif dengan pendekatan studi kasus. Pengumpulan data menggunakan wawancara dan observasi. Informan dalam penelitian berjumlah empat orang yang dipilih menggunakan teknik purposive sampling. Data dianalisis menggunakan model Miles dan Hubberman. Hasil penelitian menunjukkan peran nenek dalam pengasuhan lebih besar karena orang tua anak dalam penelitian ini mencari nafkah. Orang tua dan nenek kurang memberi stimulasi untuk perkembangan bahasa anak. Orang tua dan nenek juga membatasi anak untuk belajar berkomunikasi. Akibatnya, anak belum mampu untuk melakukan komunikasi sederhana dan baru dapat mengucapkan beberapa kata, seperti ""emoh"", ""dah"", ""ma"", ""um"", ""a"". Penelitian ini menggambarkan resiko dari penerapan pengasuhan permisif orang tua dan anak terhadap perkembangan bahasa anak.","SatrianingrumA. P., & AndriyantiE. (2020). RESIKO PENGASUHAN PERMISIF ORANG TUA DAN NENEK PADA PENCAPAIAN BAHASA ANAK. Jurnal Ilmu Keluarga & Konsumen, 13(3), 239-249. https://doi.org/10.24156/jikk.2020.13.3.239","['anak', 'orang', 'penelitian']","[0.13295196026065242, 0.12007148829935715, 0.11544307508254296]","{'anak': 0.13295196026065242, 'orang': 0.12007148829935715, 'penelitian': 0.11544307508254296}",Indonesia
https://jurnal.ipb.ac.id/index.php/jikk/article/view/31419/20565,EMPATI AFEKTIF: MEDIATOR PENGARUH KETERLIBATAN ORANG TUA TERHADAP PERAN DEFENDER REMAJA DALAM PERUNDUNGAN DI SEKOLAH,"Perundungan di sekolah telah menjadi suatu hal yang lazim sekarang ini meskipun bahaya perundungan terhadap perkembangan anak sudah cukup disadari. Tujuan dari penelitian ini adalah untuk menganalisis pengaruh keterlibatan orang tua terhadap peran defender yang dimediasi oleh empati pada remaja dalam peristiwa perundungan di sekolah. Penelitian melibatkan 320 remaja (siswa SMP kelas 7 hingga 9) dengan rentang usia 12-15 tahun (52,5% perempuan dan 47,5% laki-laki) yang dipilih melalui teknik accidental sampling. Setiap partisipan diberi tiga alat ukur, yaitu keterlibatan orang tua, empati, dan peran defender dalam kasus perundungan di sekolah. Data dianalisis dengan menggunakan teknik Confirmatory Factor Analysis (CFA) dan proses Hayes Model 4. Hasil penelitian menunjukkan bahwa semakin tinggi keterlibatan orang tua dalam kehidupan anak remajanya maka kecenderungan anak untuk menjadi defender pun semakin tinggi. Selain itu, empati afektif berpengaruh lebih kuat secara positif pada peran defender dibandingkan empati kognitif. Lebih jauh, hanya empati afektif yang memediasi secara parsial hubungan keterlibatan orang tua pada peran defender. Temuan penelitian menunjukkan bahwa orang tua perlu terlibat secara aktif di kehidupan remaja terutama dalam mengembangkan empati anak remajanya, khususnya empati afeksi, agar anak remaja mampu memilih peran sebagai defender untuk membela korban peristiwa perundungan di sekolah.","RizkyantiC., MurtyA. I., & ParamahartaN. R. (2020). EMPATI AFEKTIF: MEDIATOR PENGARUH KETERLIBATAN ORANG TUA TERHADAP PERAN DEFENDER REMAJA DALAM PERUNDUNGAN DI SEKOLAH. Jurnal Ilmu Keluarga & Konsumen, 13(3), 250-261. https://doi.org/10.24156/jikk.2020.13.3.250","['empati', 'perundungan', 'defender']","[0.13841851404807307, 0.10666234536086883, 0.10639558036541887]","{'empati': 0.13841851404807307, 'perundungan': 0.10666234536086883, 'defender': 0.10639558036541887}",Indonesia
https://jurnal.ipb.ac.id/index.php/jikk/article/view/28538/20568,NILAI DAN KONTROL DIRI SEBAGAI FAKTOR PEMBENTUK SIKAP DALAM PERILAKU PEMBELIAN IMPULSIF ANTARGENERASI,"Saat ini perkembangan pasar semakin kompleks, namun apabila hal ini tidak diimbangi dengan kemampuan konsumen untuk mengelola pembeliannya dapat menyebabkan munculnya pembelian impulsif. Penelitian ini bertujuan untuk menganalisis pengaruh nilai, kontrol diri, dan sikap terhadap pembelian impulsif generasi Baby Boomer, generasi X, dan generasi Y. Penelitian ini adalah studi kuantitatif dengan menggunakan desain cross-sectional study. Pengambilan data dilakukan dengan wawancara menggunakan kuesioner di lima komplek perumahan di Surabaya, Jawa Timur. Responden adalah ibu rumah tangga sebanyak 90 orang yang terbagi dalam tiga generasi yang dipilih dengan menggunakan teknik penarikan contoh non-probability secara quota sampling. Hasil penelitian menunjukkan bahwa pada variabel kontrol diri, sikap, dan pembelian impulsif terdapat perbedaan yang signifikan antargenerasi. Uji pengaruh variabel nilai, kontrol diri, dan sikap terhadap perilaku pembelian impulsif menggunakan metode Stuctural Equation Modelling (SEM). Hasil menunjukkan variabel kontrol diri memengaruhi sikap dan pembelian impulsif secara signifikan. Kontrol diri berpengaruh positif terhadap sikap dan berpengaruh negatif terhadap pembelian impulsif.","AmM. R., & SimanjuntakM. (2020). NILAI DAN KONTROL DIRI SEBAGAI FAKTOR PEMBENTUK SIKAP DALAM PERILAKU PEMBELIAN IMPULSIF ANTARGENERASI. Jurnal Ilmu Keluarga & Konsumen, 13(3), 262-276. https://doi.org/10.24156/jikk.2020.13.3.262","['impulsif', 'pembelian', 'diri']","[0.12292143588596238, 0.12292143588596238, 0.11821987827710309]","{'impulsif': 0.12292143588596238, 'pembelian': 0.12292143588596238, 'diri': 0.11821987827710309}",Indonesia
https://jurnal.ipb.ac.id/index.php/jikk/article/view/31473/20561,PENGGUNAAN THEORY OF PLANNED BEHAVIOR DALAM MENGANALISIS FAKTOR-FAKTOR YANG MEMENGARUHI FOOD WASTE BEHAVIOR PADA DOSEN,"Salah satu lingkungan yang turut berkontribusi menghasilkan sampah makanan ialah lingkungan institusi perguruan tinggi. Studi ini bertujuan menganalisis perilaku membuang makanan pada dosen dan faktor-faktor yang memengaruhinya dengan menggunakan kerangka Theory of Planned Behavior (TPB). Studi 1 dilakukan dengan mewawancari empat dosen yang mengikuti pelatihan dosen. Studi 2 dilakukan untuk menguji faktor yang memengaruhi perilaku membuang makanan dengan kerangka TPB secara kuantitatif. Survei daring dilakukan kepada 99 dosen dari 11 fakultas. Hasil analisis tematik secara kualitatif menemukan bahwa makanan yang terbuang sia-sia dianggap dapat dimanfaatkan kembali menjadi pupuk bagi kampus (behavioral belief). Rekan sejawat menjadi kelompok yang dapat mendorong atau menghambat perilaku membuang makanan dalam pelatihan (normative belief). Para dosen pun sepakat bahwa makanan dapat dibuang jika mengandung gizi yang berlebihan (control belief). Temuan tersebut kemudian dikonfirmasi dengan analisis regresi ganda yang menemukan bahwa hanya atittude dan subjective norm yang mampu memprediksi intensi secara signifikan. Selain itu, Perceived Behavioral Control (PBC) dan intensi secara terpisah mampu memprediksi perilaku membuang makanan secara signifikan. Identifikasi belief-belief sebagai anteseden variabel prediktor dalam kerangka TPB memudahkan peneliti untuk menangkap gambaran perilaku food waste secara spesifik. Hasil studi ini juga dapat menjadi acuan intervensi untuk mengurangi perilaku membuang makanan pada dosen di kegiatan pelatihan.","Teguh PrasetyoD., & DjuwitaR. (2020). PENGGUNAAN THEORY OF PLANNED BEHAVIOR DALAM MENGANALISIS FAKTOR-FAKTOR YANG MEMENGARUHI FOOD WASTE BEHAVIOR PADA DOSEN. Jurnal Ilmu Keluarga & Konsumen, 13(3), 277-288. https://doi.org/10.24156/jikk.2020.13.3.277","['dosen', 'makanan', 'perilaku']","[0.1200500310711593, 0.10378294591310223, 0.09276256186790784]","{'dosen': 0.1200500310711593, 'makanan': 0.10378294591310223, 'perilaku': 0.09276256186790784}",Indonesia
https://jurnal.ipb.ac.id/index.php/jikk/article/view/31428/20570,"PERILAKU KONSUMEN GULA PASIR: KETERKAITANNYA DENGAN PENGETAHUAN LABEL, BAURAN PEMASARAN, DAN KESADARAN MEREK","Pada awalnya produk gula dipasarkan tanpa merek, namun seiring dengan perkembangan industri gula, merek menjadi value added untuk melakukan penjualan. Pemberian brand oleh perusahaan ritel di Indonesia berdampak pada perubahan perilaku pembelian konsumen. Tujuan dari penelitian ini yaitu mengidentifikasi dan menganalisis pengaruh antara variabel pengetahuan konsumen tentang label, brand awareness, dan bauran pemasaran dengan perilaku pembelian produk gula pasir. Penelitian ini melibatkan 200 ibu rumah tangga sebagai responden penelitian. Teknik sampling yang digunakan dalam penelitian ini adalah purposive sampling. Analisis data yang digunakan dalam penelitian ini yaitu analisis deskriptif dan analisis Structural Equation Modeling (SEM-PLS). Hasil penelitian menunjukkan bahwa tingkat pengetahuan konsumen tentang label berada pada kategori rendah (60%). Hasil dari analisis SEM-PLS menunjukkan bahwa hanya elemen produk pada variabel bauran pemasaran yang memiliki pengaruh signifikan terhadap brand awareness dan perilaku pembelian. Bauran pemasaran (elemen produk) memiliki pengaruh terhadap perilaku pembelian konsumen gula pasir pada atribut kualitas, kemasan, dan merek.","Lyra Majasoka, SumarwanU., & MuflikhatiI. (2020). PERILAKU KONSUMEN GULA PASIR: KETERKAITANNYA DENGAN PENGETAHUAN LABEL, BAURAN PEMASARAN, DAN KESADARAN MEREK. Jurnal Ilmu Keluarga & Konsumen, 13(3), 289-302. https://doi.org/10.24156/jikk.2020.13.3.289","['penelitian', 'analisis', 'konsumen']","[0.13505684486950653, 0.1040290768901274, 0.09656320082377676]","{'penelitian': 0.13505684486950653, 'analisis': 0.1040290768901274, 'konsumen': 0.09656320082377676}",Indonesia
https://jurnal.ipb.ac.id/index.php/jikk/article/view/30200/20003,HUBUNGAN ANTARA WORK-FAMILY CONFLICT DAN WORK-FAMILY BALANCE DENGAN KEPUASAN PERNIKAHAN PADA ISTRI YANG MENJALANI DUAL-EARNER FAMILY,"Kepuasan pernikahan pada pasangan yang menjalani dual-earner family memiliki tantangan yang besar, terutama bagi istri, akibat tingginya stress yang bersumber dari pekerjaan maupun pernikahan dan keluarga. Penelitian ini bertujuan untuk menganalisis hubungan work-family conflict dan work-family balance terhadap kepuasan pernikahan pada istri yang menjalani dual earner family. Penelitian ini menggunakan pendekatan kuantitatif dengan desain cross-sectional. Kepuasan pernikahan diukur menggunakan Couple Satisfaction Index, work-family conflict diukur dengan menggunakan Work-Family Conflict Scale, sementara work-family balance diukur dengan Work-Family Balance Scale. Responden dalam penelitian ini adalah 181 istri yang merupakan pegawai penuh waktu di Jabodetabek, dipilih dengan teknik convenience sampling. Teknik korelasi Pearson digunakan sebagai metode dalam melakukan pengujian hipotesis. Hasil penelitian menunjukkan bahwa work-family conflict berhubungan negatif secara signifikan dengan kepuasan pernikahan, terutama dalam dimensi work-intervening with family (r=-0,346; p<0,01). Sementara itu, terdapat korelasi yang positif antara work-family balance dengan kepuasan pernikahan pada istri dalam dual-earner family (r=0,294; p<0,01). Penelitian ini menunjukkan bahwa menjalankan peran sebagai pekerja, istri, dan ibu dalam waktu yang bersamaan bukan hal yang mudah dan dapat menurunkan kepuasan pernikahan.","GinanjarA. S., PrimasariI., RahmadiniR., & AstutiR. W. (2020). HUBUNGAN ANTARA WORK-FAMILY CONFLICT DAN WORK-FAMILY BALANCE DENGAN KEPUASAN PERNIKAHAN PADA ISTRI YANG MENJALANI DUAL-EARNER FAMILY. Jurnal Ilmu Keluarga & Konsumen, 13(2), 112-124. https://doi.org/10.24156/jikk.2020.13.2.112","['family', 'work', 'pernikahan']","[0.20164045931927072, 0.15936481348498915, 0.11216703362190285]","{'family': 0.20164045931927072, 'work': 0.15936481348498915, 'pernikahan': 0.11216703362190285}",Indonesia
https://jurnal.ipb.ac.id/index.php/jikk/article/view/27565/20004,PERAN DUKUNGAN SOSIAL DAN INTERAKSI IBU-ANAK DALAM MENINGKATKAN KESEJAHTERAAN SUBJEKTIF REMAJA PADA KELUARGA ORANG TUA BEKERJA,"Tingkat kesejahteraan subjektif remaja dapat digunakan untuk mengidentifikasi masalah remaja sejak dini dan membuat tindakan preventif agar terbentuk remaja yang berkualitas. Penelitian ini bertujuan menganalisis pengaruh karakteristik remaja, karakteristik keluarga, dukungan sosial, dan interaksi ibu-anak terhadap kesejahteraan subjektif remaja pada keluarga orang tua bekerja. Tempat penelitian dipilih secara purposive, yaitu Kota Depok dan desain yang digunakan adalah cross sectional study. Responden peneilitian, yaitu remaja berusia 12-18 tahun dari keluarga utuh dengan orang tua bekerja, berjumlah 120 terdiri atas 61 laki-laki dan 59 perempuan. Penarikan responden menggunakan metode disproportional stratified random sampling di lima SMP dan SMA di Kecamatan Sukmajaya, Kota Depok. Data penelitian dikumpulkan melalui self-report menggunakan kuesioner. Dukungan sosial terdiri dari dukungan instrumental, informasi, interaksi social, dan harga diri. Hasil uji beda menunjukkan bahwa dukungan sosial dimensi instrumental pada responden perempuan dan laki-laki memiliki perbedaan signifikan, sedangkan pada interaksi ibu-anak dan kesejahteraan subjektif remaja tidak ada perbedaan signifikan. Hasil uji PLS menunjukkan bahwa dukungan sosial dan interaksi ibu-anak berpengaruh langsung terhadap kesejahteraan subjektif remaja. Untuk itu orang tua hendaknya menyiapkan dukungan sosial yang sesuai bagi remaja dan membangun interaksi yang baik dengan anak diantara kesibukannya bekerja.","WijayantiR., SunartiE., & KrisnatutiD. (2020). PERAN DUKUNGAN SOSIAL DAN INTERAKSI IBU-ANAK DALAM MENINGKATKAN KESEJAHTERAAN SUBJEKTIF REMAJA PADA KELUARGA ORANG TUA BEKERJA. Jurnal Ilmu Keluarga & Konsumen, 13(2), 125-136. https://doi.org/10.24156/jikk.2020.13.2.125","['remaja', 'dukungan', 'interaksi']","[0.130821782120248, 0.10972141944519405, 0.08812586343585495]","{'remaja': 0.130821782120248, 'dukungan': 0.10972141944519405, 'interaksi': 0.08812586343585495}",Indonesia
https://jurnal.ipb.ac.id/index.php/jikk/article/view/27627/20005,"TEKANAN EKONOMI, INTERAKSI ORANG TUA-REMAJA, DAN PERKEMBANGAN SOSIAL EMOSI REMAJA","Capaian perkembangan sosial emosi sangat penting bagi remaja dalam kehidupan bermasyarakat. Capaian perkembangan sosial emosi dapat dipengaruhi oleh kualitas interaksi orang tua-remaja dan tekanan ekonomi keluarga. Penelitian ini bertujuan untuk menganalisis pengaruh tekanan ekonomi dan interaksi orang tua-remaja terhadap perkembangan sosial emosi remaja pada keluarga yang tinggal di Rusunawa Jatinegara Barat. Contoh penelitian yakni keluarga yang memiliki anak remaja dengan rentang usia 13 sampai 18 tahun dengan teknik penarikan contoh secara disproportional random sampling berjumlah 120 keluarga terdiri dari 60 keluarga dengan anak remaja laki-laki dan 60 keluarga remaja perempuan. Hasil penelitian menunjukkan bahwa pada tekanan ekonomi objektif, lebih dari separuh ayah remaja laki-laki dan remaja perempuan memilki status pekerjaan tidak tetap. Rataan indeks tekanan ekonomi subjektif keluarga remaja laki-laki sebesar 31,92 dan keluarga remaja perempuan sebesar 33,70. Dimensi penerimaan ibu dan ayah memiliki rataan skor tertinggi pada interaksi orang tua-remaja. Dimensi ekspresi emosi dan ekspresi sosial memiliki rataan skor tertinggi pada perkembangan sosial emosi remaja. Pendapatan perkapita keluarga dan dimensi penerimaan ayah interaksi ayah-remaja berbeda antara keluarga remaja laki-laki dan perempuan. Hasil uji model pengaruh membuktikan bahwa usia remaja dan interaksi ibu-remaja berpengaruh langsung positif pada perkembangan sosial emosi remaja; sementara tekanan ekonomi objektif berpengaruh tidak langsung negatif terhadap perkembangan sosial emosi remaja melalui interaksi ibu-remaja.","FatimahR., SunartiE., & HastutiD. (2020). TEKANAN EKONOMI, INTERAKSI ORANG TUA-REMAJA, DAN PERKEMBANGAN SOSIAL EMOSI REMAJA . Jurnal Ilmu Keluarga & Konsumen, 13(2), 137-150. https://doi.org/10.24156/jikk.2020.13.2.137","['remaja', 'keluarga', 'laki']","[0.1971576271593093, 0.15698615298442312, 0.14080228381835572]","{'remaja': 0.1971576271593093, 'keluarga': 0.15698615298442312, 'laki': 0.14080228381835572}",Indonesia
https://jurnal.ipb.ac.id/index.php/jikk/article/view/28440/20006,PERILAKU INVESTASI ANAK MENENTUKAN PERAN NILAI ANAK DALAM KESEJAHTERAAN ANAK,"Kesejahteraan anak baik objektif maupun kesejahteraan subjektif yang tinggi adalah tanggung jawab keluarga. Beberapa faktor yang diduga dapat memengaruhi kesejahteraan anak adalah nilai anak yang dimiliki keluarga dan juga perilaku investasi anak yang dilakukan keluarga. Penelitian ini bertujuan untuk menganalisis pengaruh nilai anak dan perilaku investasi anak terhadap kesejahteraan anak laki-laki dan perempuan yang tinggal di rumah susun. Penelitian ini menggunakan desain cross sectional study melibatkan 119 keluarga (60 ibu beserta anak laki-laki dan 59 ibu beserta anak perempuan) di rumah susun sewa (rusunawa) Jatinegara, Jakarta. Keluarga dipilih secara disproportional stratified random sampling berdasarkan jenis kelamin anak. Analisis data menggunakan independent t-test dan analisis SEM (Structural Equation Modelling). Hasil penelitian  menunjukkan bahwa  nilai anak dan kesejahteraan anak dalam penelitian ini terkategori sedang, sedangkan perilaku investasi anak terkategori rendah. Selain itu, tidak ditemukan adanya perbedaan nilai anak, perilaku investasi anak, dan kesejahteraan anak antara laki-laki dan perempuan. Hasil analisis uji SEM membuktikan bahwa perilaku investasi anak berpengaruh langsung positif signifikan terhadap kesejahteraan anak. Adapun nilai anak berpengaruh tidak langsung terhadap kesejahteraan anak melalui perilaku investasi anak.","VillaZ. M., SunartiE., & MuflikhatiI. (2020). PERILAKU INVESTASI ANAK MENENTUKAN PERAN NILAI ANAK DALAM KESEJAHTERAAN ANAK . Jurnal Ilmu Keluarga & Konsumen, 13(2), 151-162. https://doi.org/10.24156/jikk.2020.13.2.151","['anak', 'kesejahteraan', 'laki']","[0.27025653909823444, 0.12937884770342495, 0.12597096196806928]","{'anak': 0.27025653909823444, 'kesejahteraan': 0.12937884770342495, 'laki': 0.12597096196806928}",Indonesia
https://jurnal.ipb.ac.id/index.php/jikk/article/view/26382/20007,GAYA PENGASUHAN OTORITER DAN PERMISIF SERTA TINGKAT STRES IBU SEBAGAI FAKTOR RISIKO GANGGUAN EMOSI DAN PERILAKU ANAK USIA SEKOLAH,"Anak Indonesia saat ini sedang mengalami peningkatan risiko gangguan emosi dan perilaku. Hal ini ditunjukkan dengan banyaknya kasus anak yang berhadapan dengan hukum, kasus anak bidang pengasuhan, pendidikan, kesehatan dan napza, serta kasus anak dalam bidang pornografi dan cybercrime. Ibu melalui pengasuhan yang dilakukan serta faktor diri ibu dipercaya sebagai salah satu kunci penting untuk mencegah hal tersebut. Penelitian ini bertujuan untuk menganalisis pengaruh self-efficacy ibu, gaya pengasuhan, dan tingkat stres ibu terhadap gangguan emosi dan perilaku anak. Desain penelitian adalah cross sectional dengan lokasi penelitian dipilih secara purposive di salah satu sekolah dasar negeri di Kota Bogor. Teknik pemilihan sampel dilakukan secara quota sampling yang terdiri dari 50 anak laki-laki dan 50 anak perempuan sehingga total contoh adalah 100 anak dan selanjutnya akan menjadi responden penelitian bersama ibunya. Data dikumpulkan melalui wawancara ibu dan anak menggunakan kuesioner. Hasil penelitian menunjukkan bahwa gaya pengasuhan otoriter ibu, gaya pengasuhan permisif ibu, dan tingkat stres ibu berpengaruh terhadap gangguan emosi dan perilaku anak. Sementara itu, self-efficacy ibu dan gaya pengasuhan otoritatif ibu tidak berpengaruh terhadap gangguan emosi dan perilaku anak.","SarifudinS., HastutiD., & SimanjuntakM. (2020). GAYA PENGASUHAN OTORITER DAN PERMISIF SERTA TINGKAT STRES IBU SEBAGAI FAKTOR RISIKO GANGGUAN EMOSI DAN PERILAKU ANAK USIA SEKOLAH. Jurnal Ilmu Keluarga & Konsumen, 13(2), 163-174. https://doi.org/10.24156/jikk.2020.13.2.163","['ibu', 'anak', 'pengasuhan']","[0.2041115912403889, 0.15700943563268976, 0.11068523954625945]","{'ibu': 0.2041115912403889, 'anak': 0.15700943563268976, 'pengasuhan': 0.11068523954625945}",Indonesia
https://jurnal.ipb.ac.id/index.php/jikk/article/view/28495/20008,MENCIPTAKAN LAYANAN PAUD YANG PRIMA MELALUI PENERAPAN PRAKTIK ACTIVITY BASED COSTING,"Masalah keterbatasan anggaran dalam memenuhi kebutuhan konsumen di lembaga PAUD dapat diatasi dengan menerapkan praktik Activity Based Costing (ABC). Penelitian ini merupakan penelitian kualitatif yang bertujuan untuk mendeskripsikan langkah penerapan praktik ABC sebagai upaya untuk mengoptimalkan penyelenggaraan Pendidikan Anak Usia Dini (PAUD) di RA Masyithoh. RA Masyithoh dipilih dengan pertimbangan lembaga ini telah menerapkan praktik ABC dalam menciptakan layanan PAUD yang prima. Data dalam penelitian ini dikumpulkan dengan cara wawancara, observasi, dan dokumentasi kemudian dianalisis menggunakan teknik analisis data model Miles dan Huberman. Hasil penelitian menunjukkan ada lima langkah yang dilakukan dalam menciptakan layanan PAUD yang prima melalui praktik ABC. Pertama, mengidentifikasikan, mendefinisikan, serta mengelompokkan aktivitas. Kedua, melakukan penelusuran secara langsung terhadap aktivitas dan objek biaya. Ketiga, membebankan biaya ke kelompok biaya aktivitas. Keempat, menghitung tarif aktivitas. Kelima, menyusunan laporan. Kelima langkah tersebut mampu menciptakan layanan prima dan meningkatkan kepuasan konsumen dengan indikasi terjadi peningkatan jumlah siswa di setiap tahunnya, anggaran yang dibutuhkan untuk melaksanakan kegiatan PAUD dapat terpenuhi, dan secara kelembagaan RA Masyithoh mengalami perkembangan dengan didirikannya Taman Penitipan Anak dan Kelompok Bermain.","WiyaniN. A. (2020). MENCIPTAKAN LAYANAN PAUD YANG PRIMA MELALUI PENERAPAN PRAKTIK ACTIVITY BASED COSTING. Jurnal Ilmu Keluarga & Konsumen, 13(2), 175-186. https://doi.org/10.24156/jikk.2020.13.2.175","['aktivitas', 'biaya', 'paud']","[0.11110115045900694, 0.09415460628521091, 0.07785984758705598]","{'aktivitas': 0.11110115045900694, 'biaya': 0.09415460628521091, 'paud': 0.07785984758705598}",Indonesia
https://jurnal.ipb.ac.id/index.php/jikk/article/view/29305/20009,GREEN CONSUMER BEHAVIORISM OF BOGOR CITIZEN IN PLASTIC WASTE MANAGEMENT,"Tata laksana sampah plastik menjadi penting dilakukan khususnya untuk mengembangkan perilaku masyarakat yang peduli lingkungan. Tujuan penelitian ini adalah mengukur faktor-faktor yang mempengaruhi perilaku peduli lingkungan (sosialisasi, awareness, dan attitude). Metode analisis data menggunakan structural equation model (SEM). Responden yang terlibat dalam penelitian ini adalah 223 orang dari empat wilayah kecamatan kota Bogor (kecamatan Bogor Utara, kecamatan Bogor Tengah, kecamatan Bogor Selatan dan kecamatan Bogor Timur) yang ditetapkan secara non-purposive. Variabel sosialisasi, awareness dan attitude diukur menggunakan skala Likert 1 sampai 5, dimana 1 menunjukkan tingkat sangat tidak setuju dan 5 tingkat sangat setuju. Variabel behavior diukur menggunakan skala Likert 1 sampai 5, dimana 1 menunjukkan tingkat tidak pernah dan 5 tingkat selalu. Hasil penelitian menunjukkan bahwa semua variabel penelitian memberikan pengaruh terhadap pembentukan perilaku peduli lingkungan, dan variabel sosialisasi memberikan pengaruh paling besar dibandingkan variabel lainnya.","HendarsyahR., SumarwanU., & YuliatiL. N. (2020). GREEN CONSUMER BEHAVIORISM OF BOGOR CITIZEN IN PLASTIC WASTE MANAGEMENT. Jurnal Ilmu Keluarga & Konsumen, 13(2), 187-198. https://doi.org/10.24156/jikk.2020.13.2.187","['tingkat', 'variabel', 'menggunakan']","[0.1365274054536893, 0.1203407387056991, 0.09535303802227657]","{'tingkat': 0.1365274054536893, 'variabel': 0.1203407387056991, 'menggunakan': 0.09535303802227657}",Indonesia
